60449	9 Sep 16	13:50:00	1	0	0	0	0	0	1	10	8	26	0	10	16	6	13	25	17	36	15	11	18	4	14	11	23	30	18	20	12	12	14	12	17	28	16	10	28	7	14
60450	9 Sep 16	13:55:00	1	0	0	0	0	0	1	10	4	19	0	9	20	2	10	21	18	22	13	9	16	14	19	10	20	20	22	17	16	12	10	15	9	21	18	12	24	14	16
60451	9 Sep 16	14:00:00	1	0	0	0	0	0	1	9	6	10	0	14	12	8	8	16	16	19	18	10	14	12	22	7	14	14	20	17	15	12	12	10	13	13	10	12	40	15	14
60452	9 Sep 16	14:05:00	1	0	0	0	0	0	1	12	6	22	0	14	10	7	9	17	12	16	12	12	8	16	26	13	18	19	25	23	11	15	13	10	7	14	20	8	27	11	12
60453	9 Sep 16	14:10:00	1	0	0	0	0	0	1	8	8	15	0	9	16	6	8	24	16	19	23	9	45	12	26	14	22	21	18	14	11	12	11	17	12	14	18	14	20	11	13
60454	9 Sep 16	14:15:00	1	0	0	0	0	0	1	12	11	14	0	13	10	7	12	11	11	18	12	9	11	4	22	12	14	24	15	17	14	17	10	10	11	11	9	10	15	8	12
60455	9 Sep 16	14:20:00	1	0	0	0	0	0	1	6	9	8	0	9	8	4	8	18	12	17	13	15	11	7	26	11	17	17	15	16	11	15	11	10	14	13	7	7	17	18	17
60456	9 Sep 16	14:25:00	1	0	0	0	0	0	1	7	11	13	0	8	9	9	12	13	12	17	12	12	12	12	24	13	17	18	11	21	10	13	15	3	6	6	7	12	12	15	15
60457	9 Sep 16	14:30:00	1	0	0	0	0	0	1	5	4	10	0	15	20	6	4	19	13	15	12	12	13	13	23	9	16	15	27	19	10	11	16	9	21	0	10	14	13	4	20
60458	9 Sep 16	14:35:00	1	0	0	0	0	0	1	11	8	10	0	10	11	4	8	18	8	16	10	7	13	8	24	5	13	14	21	12	9	23	9	12	10	0	8	15	18	11	14
60459	9 Sep 16	14:40:00	1	0	0	0	0	0	1	4	6	47	0	8	8	6	6	22	10	12	6	8	10	13	19	6	10	13	27	10	8	14	12	9	10	0	0	18	6	9	13
60460	9 Sep 16	14:45:00	1	0	0	0	0	0	1	1	9	4	0	10	6	8	11	19	2	15	8	10	11	6	22	12	11	12	32	9	6	16	11	5	6	0	0	6	0	4	21
60461	9 Sep 16	14:50:00	1	0	0	0	0	0	1	4	8	9	0	8	5	6	12	18	14	15	5	3	13	4	15	8	13	7	28	2	11	10	9	6	10	0	7	14	0	16	20
60462	9 Sep 16	14:55:00	1	0	0	0	0	0	1	7	8	7	0	2	0	3	11	16	11	16	2	4	7	6	14	8	2	3	25	4	5	12	10	7	13	0	5	12	0	7	16
60463	9 Sep 16	15:00:00	1	0	0	0	0	0	1	1	13	11	0	6	0	3	9	15	8	14	6	2	8	4	7	2	8	1	15	0	0	11	7	4	7	0	3	10	18	10	20
60464	9 Sep 16	15:05:00	1	0	0	0	0	0	1	8	10	6	0	14	3	11	8	15	3	12	2	3	11	3	9	0	4	2	11	0	11	13	13	2	10	0	9	12	24	2	19
60465	9 Sep 16	15:10:00	1	0	0	0	0	0	1	0	9	8	0	0	6	2	8	16	0	9	3	1	7	6	4	0	7	0	29	0	7	11	7	0	4	0	0	8	16	0	23
60466	9 Sep 16	15:15:00	1	0	0	0	0	0	1	0	1	9	0	0	4	5	11	10	6	8	4	0	24	4	7	0	0	0	30	0	3	11	6	0	1	0	0	8	2	10	16
60467	9 Sep 16	15:20:00	1	0	0	0	0	0	1	0	7	10	0	0	0	8	7	16	6	11	2	0	7	7	2	14	0	0	25	0	9	15	10	0	0	0	0	10	0	16	18
60468	9 Sep 16	15:25:00	1	0	0	0	0	0	1	0	7	2	0	5	0	4	8	14	0	10	4	0	10	8	0	7	2	0	27	2	5	15	14	6	5	0	0	3	18	11	12
60469	9 Sep 16	15:30:00	1	0	0	0	0	0	1	0	3	0	0	13	11	4	10	16	1	12	2	0	10	8	7	13	12	0	26	2	0	10	8	5	3	0	0	1	15	2	19
60470	9 Sep 16	15:35:00	1	0	0	0	0	0	1	0	0	0	0	0	16	7	2	16	12	10	3	0	9	4	6	6	8	0	16	0	0	7	6	5	3	0	0	0	14	3	12
60471	9 Sep 16	15:40:00	1	0	0	0	0	0	1	2	0	0	0	6	8	7	10	13	9	7	5	0	15	6	6	9	5	0	29	0	0	15	0	0	2	0	0	6	2	0	14
60472	9 Sep 16	15:45:00	1	0	0	0	0	0	1	8	8	9	0	4	0	3	15	17	7	4	7	4	8	2	10	2	2	0	24	0	0	0	2	0	0	0	0	14	13	0	13
60473	9 Sep 16	15:50:00	1	0	0	0	0	0	1	2	9	21	0	0	0	7	4	13	5	5	6	2	5	4	2	0	0	0	23	0	0	0	72	0	0	0	11	14	1	0	11
60474	9 Sep 16	15:55:00	1	0	0	0	0	0	1	0	1	12	0	0	4	5	4	11	5	9	5	8	10	6	2	0	4	0	10	0	3	1	14	0	0	0	6	4	0	0	12
60475	9 Sep 16	16:00:00	1	0	0	0	0	0	1	0	9	10	0	0	0	4	0	4	0	10	8	7	15	2	11	0	0	0	23	0	11	0	2	0	0	0	3	0	0	0	13
60476	9 Sep 16	16:05:00	1	0	0	0	0	0	1	0	5	9	0	0	0	16	12	7	6	10	2	4	8	0	8	0	0	0	3	0	8	1	1	1	0	0	2	3	0	0	10
60477	9 Sep 16	16:10:00	1	0	0	0	0	0	1	0	5	12	0	0	0	3	8	3	8	12	3	12	14	13	0	0	0	0	14	0	6	0	0	0	0	0	0	0	0	8	12
60478	9 Sep 16	16:15:00	1	0	0	0	0	0	1	3	2	11	0	0	0	5	8	12	10	13	4	2	19	0	2	0	0	0	23	1	1	0	0	0	0	0	0	8	19	7	13
60479	9 Sep 16	16:20:00	1	0	0	0	0	0	1	8	14	6	0	0	6	6	5	14	6	8	3	0	8	4	1	0	0	0	20	2	2	1	16	0	10	0	10	14	23	9	12
60480	9 Sep 16	16:25:00	1	0	0	0	0	0	1	5	3	0	0	0	0	6	8	6	5	4	2	0	9	8	1	0	0	0	18	1	2	0	18	6	7	0	0	8	1	0	11
60481	9 Sep 16	16:30:00	1	0	0	0	0	0	1	1	1	15	0	8	0	10	9	12	1	14	6	0	9	2	7	0	0	0	17	0	6	2	9	0	2	0	0	8	2	11	9
60482	9 Sep 16	16:35:00	1	0	0	0	0	0	1	0	3	8	0	10	0	1	4	7	2	10	2	0	9	0	0	0	8	0	20	0	3	0	0	0	12	0	0	6	15	12	8
60483	9 Sep 16	16:40:00	1	0	0	0	0	0	1	0	1	0	0	6	6	0	11	2	0	5	4	0	8	8	0	0	4	0	7	0	0	0	0	0	7	0	17	2	0	1	13
60484	9 Sep 16	16:45:00	1	0	0	0	0	0	1	0	0	0	0	8	16	0	3	0	0	12	3	0	8	0	0	0	0	0	23	0	0	0	0	0	0	0	2	0	0	0	7
60485	9 Sep 16	16:50:00	1	0	0	0	0	0	1	0	0	0	0	0	11	12	7	1	4	6	2	0	6	0	0	0	0	0	3	0	0	0	0	8	0	0	6	0	0	0	4
